Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2/16/2022,ID-SG,Sulawesi Tenggara,336,0,67,269,21952,534,19809,1609,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,127.49,8329.47,0,202.62,20.26,2.43%,90.24%,0.86,0
2/16/2022,ID-SA,Sulawesi Utara,997,2,47,948,38857,1072,34046,3739,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,377.38,14708.06,0.76,405.77,40.58,2.76%,87.62%,1.87,
2/16/2022,ID-SB,Sumatera Barat,560,0,106,454,92918,2159,88191,2568,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,101.46,16835.27,0,391.18,39.12,2.32%,94.91%,1.04,0
2/16/2022,ID-SS,Sumatera Selatan,1043,5,95,943,66350,3098,57495,5757,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,126.92,8074.18,0.61,377,37.7,4.67%,86.65%,0.95,
2/16/2022,ID-SU,Sumatera Utara,1643,1,212,1430,115879,2910,104443,8526,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,110.45,7790.24,0.07,195.63,19.56,2.51%,90.13%,1.14,
2/17/2022,ID-AC,Aceh,86,1,10,75,39145,2073,36443,629,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,16.39,7460.09,0.19,395.06,39.51,5.30%,93.10%,0.7,
2/17/2022,ID-BA,Bali,1445,18,2111,-684,145506,4244,122858,18404,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,342.73,34511.41,4.27,1006.6,100.66,2.92%,84.44%,0.95,1.5
2/17/2022,ID-BT,Banten,6426,8,4310,2108,230451,2769,160959,66723,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,599.31,21492.54,0.75,258.25,25.82,1.20%,69.85%,0.95,1.33
2/17/2022,ID-BE,Bengkulu,261,0,69,192,24396,477,22759,1160,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,130.53,12200.81,0,238.55,23.86,1.96%,93.29%,1.03,1
2/17/2022,ID-JK,DKI Jakarta,8536,64,19041,-10569,1103899,14248,1022794,66857,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,787.01,101778,5.9,1313.65,131.36,1.29%,92.65%,0.69,1.21
2/17/2022,ID-YO,Daerah Istimewa Yogyakarta,1531,2,125,1404,168129,5299,152793,10037,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,421.65,46303.58,0.55,1459.37,145.94,3.15%,90.88%,1.04,0.4
2/17/2022,ID-GO,Gorontalo,65,0,7,58,12196,461,11433,302,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,55.05,10329.89,0,390.46,39.05,3.78%,93.74%,4.33,1
2/17/2022,IDN,Indonesia,63956,206,39072,24678,5030002,145828,4414306,469868,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,241.17,18967.86,0.78,549.91,54.99,2.90%,87.76%,0.99,1.23
2/17/2022,ID-JA,Jambi,222,0,35,187,31030,789,29190,1051,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,63.55,8882.57,0,225.86,22.59,2.54%,94.07%,1.55,1
2/17/2022,ID-JB,Jawa Barat,16251,13,3130,13108,887131,14878,724429,147824,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,359.84,19643.6,0.29,329.44,32.94,1.68%,81.66%,1.07,0.87
2/17/2022,ID-JT,Jawa Tengah,4671,32,1618,3021,524019,30603,465948,27468,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,128.45,14410.35,0.88,841.57,84.16,5.84%,88.92%,0.94,1.39
2/17/2022,ID-JI,Jawa Timur,8977,24,5989,2964,469110,29923,410841,28346,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,221.77,11588.97,0.59,739.22,73.92,6.38%,87.58%,1.13,1.09
2/17/2022,ID-KB,Kalimantan Barat,580,1,239,340,45405,1067,42053,2285,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,106.96,8372.96,0.18,196.76,19.68,2.35%,92.62%,1.12,
2/17/2022,ID-KS,Kalimantan Selatan,737,5,258,474,76928,2426,68702,5800,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,183.19,19121.82,1.24,603.03,60.3,3.15%,89.31%,0.91,2.5
2/17/2022,ID-KT,Kalimantan Tengah,459,0,99,360,48283,1440,44602,2241,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,178.58,18785.05,0,560.25,56.02,2.98%,92.38%,1.24,1
2/17/2022,ID-KI,Kalimantan Timur,1788,9,283,1496,167233,5473,154690,7070,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,503.35,47078.83,2.53,1540.74,154.07,3.27%,92.50%,1.39,
2/17/2022,ID-KU,Kalimantan Utara,130,0,7,123,36414,811,35197,406,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,200.49,56159.17,0,1250.76,125.08,2.23%,96.66%,2.28,1
2/17/2022,ID-BB,Kepulauan Bangka Belitung,277,0,63,214,54421,1469,51320,1632,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,200.76,39442.17,0,1064.67,106.47,2.70%,94.30%,0.88,0
2/17/2022,ID-KR,Kepulauan Riau,471,0,75,396,57479,1752,53452,2275,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,244.12,29791.13,0,908.05,90.81,3.05%,92.99%,1.09,1
2/17/2022,ID-LA,Lampung,1039,3,44,992,55905,3895,45800,6210,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,114.23,6146.38,0.33,428.23,42.82,6.97%,81.92%,1.34,0.43
2/17/2022,ID-MA,Maluku,156,0,113,43,17865,276,15159,2430,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,84.46,9671.93,0,149.42,14.94,1.54%,84.85%,0.86,1
2/17/2022,ID-MU,Maluku Utara,99,0,14,85,12545,305,11844,396,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,75.7,9592.42,0,233.22,23.32,2.43%,94.41%,0.88,1
2/17/2022,ID-NB,Nusa Tenggara Barat,409,5,334,70,33027,838,27887,4302,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,77.61,6266.69,0.95,159.01,15.9,2.54%,84.44%,0.84,1.67
2/17/2022,ID-NT,Nusa Tenggara Timur,434,0,48,386,66724,1357,63503,1864,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,80.2,12330.45,0,250.77,25.08,2.03%,95.17%,1.34,1
2/17/2022,ID-PA,Papua,719,0,0,719,41735,562,33719,7454,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,165.65,9615.59,0,129.48,12.95,1.35%,80.79%,1.02,1
2/17/2022,ID-PB,Papua Barat,420,0,128,292,26747,359,23980,2408,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,368.19,23447.86,0,314.72,31.47,1.34%,89.65%,1.06,1
2/17/2022,ID-RI,Riau,590,3,104,483,133213,4127,125263,3823,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,97.13,21931.31,0.49,679.44,67.94,3.10%,94.03%,1.09,3
2/17/2022,ID-SR,Sulawesi Barat,54,1,8,45,12667,350,12059,258,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,34.62,8119.96,0.64,224.36,22.44,2.76%,95.20%,1.23,
2/17/2022,ID-SN,Sulawesi Selatan,1709,3,191,1515,118782,2260,108561,7961,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,181.29,12600.34,0.32,239.74,23.97,1.90%,91.40%,0.98,1
2/17/2022,ID-ST,Sulawesi Tengah,255,1,42,212,48499,1617,45840,1042,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,86.28,16409.37,0.34,547.1,54.71,3.33%,94.52%,1.19,1
2/17/2022,ID-SG,Sulawesi Tenggara,313,0,45,268,22265,534,19854,1877,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,118.76,8448.24,0,202.62,20.26,2.40%,89.17%,0.93,1
2/17/2022,ID-SA,Sulawesi Utara,1031,1,44,986,39888,1073,34090,4725,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,390.25,15098.32,0.38,406.15,40.61,2.69%,85.46%,1.03,0.5
2/17/2022,ID-SB,Sumatera Barat,521,2,127,392,93439,2161,88318,2960,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,94.4,16929.67,0.36,391.54,39.15,2.31%,94.52%,0.93,
2/17/2022,ID-SS,Sumatera Selatan,1291,4,124,1163,67641,3102,57619,6920,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,157.1,8231.28,0.49,377.48,37.75,4.59%,85.18%,1.24,0.8
2/17/2022,ID-SU,Sumatera Utara,2002,3,312,1687,117881,2913,104755,10213,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,134.59,7924.83,0.2,195.83,19.58,2.47%,88.87%,1.22,3
2/18/2022,ID-AC,Aceh,94,1,73,20,39239,2074,36516,649,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,17.91,7478,0.19,395.25,39.53,5.29%,93.06%,1.09,1
2/18/2022,ID-BA,Bali,1041,12,1912,-883,146547,4256,124770,17521,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,246.91,34758.32,2.85,1009.45,100.94,2.90%,85.14%,0.72,0.67
2/18/2022,ID-BT,Banten,5343,5,3878,1460,235794,2774,164837,68183,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,498.3,21990.84,0.47,258.71,25.87,1.18%,69.91%,0.83,0.63
2/18/2022,ID-BE,Bengkulu,218,0,0,218,24614,477,22759,1378,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,109.03,12309.84,0,238.55,23.86,1.94%,92.46%,0.84,1
2/18/2022,ID-JK,DKI Jakarta,8189,43,11750,-3604,1112088,14291,1034544,63253,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,755.01,102533.02,3.96,1317.61,131.76,1.29%,93.03%,0.96,0.67
2/18/2022,ID-YO,Daerah Istimewa Yogyakarta,1633,5,138,1490,169762,5304,152931,11527,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,449.74,46753.32,1.38,1460.75,146.07,3.12%,90.09%,1.07,2.5
2/18/2022,ID-GO,Gorontalo,70,0,3,67,12266,461,11436,369,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,59.29,10389.18,0,390.46,39.05,3.76%,93.23%,1.08,1
2/18/2022,IDN,Indonesia,59635,216,32904,26515,5089637,146044,4447210,496383,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,224.88,19192.74,0.81,550.72,55.07,2.87%,87.38%,0.93,1.05
2/18/2022,ID-JA,Jambi,325,2,39,284,31355,791,29229,1335,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,93.03,8975.61,0.57,226.43,22.64,2.52%,93.22%,1.46,
2/18/2022,ID-JB,Jawa Barat,13780,13,4327,9440,900911,14891,728756,157264,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,305.13,19948.73,0.29,329.73,32.97,1.65%,80.89%,0.85,1
2/18/2022,ID-JT,Jawa Tengah,5903,48,1819,4036,529922,30651,467767,31504,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,162.33,14572.68,1.32,842.89,84.29,5.78%,88.27%,1.26,1.5
2/18/2022,ID-JI,Jawa Timur,8037,36,5684,2317,477147,29959,416525,30663,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,198.55,11787.51,0.89,740.11,74.01,6.28%,87.29%,0.9,1.5
2/18/2022,ID-KB,Kalimantan Barat,705,0,248,457,46110,1067,42301,2742,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,130.01,8502.97,0,196.76,19.68,2.31%,91.74%,1.22,0
2/18/2022,ID-KS,Kalimantan Selatan,561,6,649,-94,77489,2432,69351,5706,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,139.45,19261.26,1.49,604.52,60.45,3.14%,89.50%,0.76,1.2
2/18/2022,ID-KT,Kalimantan Tengah,354,2,71,281,48637,1442,44673,2522,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,137.73,18922.77,0.78,561.03,56.1,2.96%,91.85%,0.77,
2/18/2022,ID-KI,Kalimantan Timur,1608,1,280,1327,168841,5474,154970,8397,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,452.68,47531.51,0.28,1541.02,154.1,3.24%,91.78%,0.9,0.11
2/18/2022,ID-KU,Kalimantan Utara,102,0,5,97,36516,811,35202,503,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,157.31,56316.48,0,1250.76,125.08,2.22%,96.40%,0.78,1
2/18/2022,ID-BB,Kepulauan Bangka Belitung,310,1,111,198,54731,1470,51431,1830,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,224.68,39666.84,0.72,1065.4,106.54,2.69%,93.97%,1.12,
2/18/2022,ID-KR,Kepulauan Riau,573,1,19,553,58052,1753,53471,2828,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,296.98,30088.11,0.52,908.57,90.86,3.02%,92.11%,1.22,
2/18/2022,ID-LA,Lampung,871,4,138,729,56776,3899,45938,6939,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,95.76,6242.15,0.44,428.67,42.87,6.87%,80.91%,0.84,1.33
2/18/2022,ID-MA,Maluku,105,2,147,-44,17970,278,15306,2386,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,56.85,9728.78,1.08,150.51,15.05,1.55%,85.18%,0.67,
2/18/2022,ID-MU,Maluku Utara,69,1,2,66,12614,306,11846,462,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,52.76,9645.18,0.76,233.98,23.4,2.43%,93.91%,0.7,
2/18/2022,ID-NB,Nusa Tenggara Barat,289,5,351,-67,33316,843,28238,4235,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,54.84,6321.53,0.95,159.95,16,2.53%,84.76%,0.71,1
2/18/2022,ID-NT,Nusa Tenggara Timur,399,0,78,321,67123,1357,63581,2185,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,73.73,12404.18,0,250.77,25.08,2.02%,94.72%,0.92,1
2/18/2022,ID-PA,Papua,646,0,0,646,42381,562,33719,8100,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,148.84,9764.42,0,129.48,12.95,1.33%,79.56%,0.9,1
2/18/2022,ID-PB,Papua Barat,261,0,145,116,27008,359,24125,2524,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,228.81,23676.67,0,314.72,31.47,1.33%,89.33%,0.62,1
2/18/2022,ID-RI,Riau,938,5,162,771,134151,4132,125425,4594,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,154.43,22085.74,0.82,680.27,68.03,3.08%,93.50%,1.59,1.67
2/18/2022,ID-SR,Sulawesi Barat,28,0,0,28,12695,350,12059,286,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,17.95,8137.9,0,224.36,22.44,2.76%,94.99%,0.52,0
2/18/2022,ID-SN,Sulawesi Selatan,1863,10,88,1765,120645,2270,108649,9726,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,197.63,12797.97,1.06,240.8,24.08,1.88%,90.06%,1.09,3.33
2/18/2022,ID-ST,Sulawesi Tengah,311,0,38,273,48810,1617,45878,1315,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,105.23,16514.6,0,547.1,54.71,3.31%,93.99%,1.22,0
2/18/2022,ID-SG,Sulawesi Tenggara,214,1,82,131,22479,535,19936,2008,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,81.2,8529.44,0.38,203,20.3,2.38%,88.69%,0.68,
2/18/2022,ID-SA,Sulawesi Utara,963,0,30,933,40851,1073,34120,5658,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,364.51,15462.83,0,406.15,40.61,2.63%,83.52%,0.93,0
2/18/2022,ID-SB,Sumatera Barat,654,0,105,549,94093,2161,88423,3509,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,118.49,17048.17,0,391.54,39.15,2.30%,93.97%,1.26,0
2/18/2022,ID-SS,Sumatera Selatan,974,4,147,823,68615,3106,57766,7743,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,118.53,8349.81,0.49,377.97,37.8,4.53%,84.19%,0.75,1
2/18/2022,ID-SU,Sumatera Utara,2202,4,380,1818,120083,2917,105135,12031,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,148.03,8072.87,0.27,196.1,19.61,2.43%,87.55%,1.1,1.33
2/19/2022,ID-AC,Aceh,87,2,26,59,39326,2076,36542,708,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,16.58,7494.58,0.38,395.64,39.56,5.28%,92.92%,0.93,2
2/19/2022,ID-BA,Bali,939,20,1573,-654,147486,4276,126343,16867,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,222.71,34981.03,4.74,1014.19,101.42,2.90%,85.66%,0.9,1.67
2/19/2022,ID-BT,Banten,4709,8,4036,665,240503,2782,168873,68848,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,439.18,22430.01,0.75,259.46,25.95,1.16%,70.22%,0.88,1.6
2/19/2022,ID-BE,Bengkulu,264,0,0,264,24878,477,22759,1642,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,132.03,12441.87,0,238.55,23.86,1.92%,91.48%,1.21,1
2/19/2022,ID-JK,DKI Jakarta,9453,24,11157,-1728,1121541,14315,1045701,61525,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,871.55,103404.57,2.21,1319.82,131.98,1.28%,93.24%,1.15,0.56
2/19/2022,ID-YO,Daerah Istimewa Yogyakarta,1964,3,163,1798,171726,5307,153094,13325,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,540.9,47294.21,0.83,1461.57,146.16,3.09%,89.15%,1.2,0.6
2/19/2022,ID-GO,Gorontalo,58,0,12,46,12324,461,11448,415,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,49.13,10438.31,0,390.46,39.05,3.74%,92.89%,0.83,1
2/19/2022,IDN,Indonesia,59384,158,34699,24527,5149021,146202,4481909,520910,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,223.93,19416.67,0.6,551.32,55.13,2.84%,87.04%,1,0.73
2/19/2022,ID-JA,Jambi,192,0,40,152,31547,791,29269,1487,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,54.96,9030.57,0,226.43,22.64,2.51%,92.78%,0.59,0
2/19/2022,ID-JB,Jawa Barat,12601,14,7309,5278,913512,14905,736065,162542,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,279.02,20227.75,0.31,330.04,33,1.63%,80.58%,0.91,1.08
2/19/2022,ID-JT,Jawa Tengah,5225,26,1421,3778,535147,30677,469188,35282,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,143.69,14716.37,0.71,843.61,84.36,5.73%,87.67%,0.89,0.54
2/19/2022,ID-JI,Jawa Timur,7946,29,5649,2268,485093,29988,422174,32931,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,196.3,11983.81,0.72,740.83,74.08,6.18%,87.03%,0.99,0.81
2/19/2022,ID-KB,Kalimantan Barat,570,1,156,413,46680,1068,42457,3155,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,105.11,8608.08,0.18,196.95,19.69,2.29%,90.95%,0.81,
2/19/2022,ID-KS,Kalimantan Selatan,646,1,101,544,78135,2433,69452,6250,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,160.57,19421.84,0.25,604.77,60.48,3.11%,88.89%,1.15,0.17
2/19/2022,ID-KT,Kalimantan Tengah,541,0,114,427,49178,1442,44787,2949,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,210.48,19133.26,0,561.03,56.1,2.93%,91.07%,1.53,0
