Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
1/1/2022,ID-AC,Aceh,0,0,0,0,38430,2066,36362,2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0,7323.83,0,393.73,39.37,5.38%,94.62%,0,1
1/1/2022,ID-BA,Bali,3,0,0,3,114392,4061,110273,58,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.71,27131.73,0,963.2,96.32,3.55%,96.40%,1,0
1/1/2022,ID-BT,Banten,8,0,5,3,132834,2694,130133,7,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.75,12388.49,0,251.25,25.13,2.03%,97.97%,2,1
1/1/2022,ID-BE,Bengkulu,0,0,0,0,23105,473,22631,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,11555.16,0,236.55,23.66,2.05%,97.95%,1,1
1/1/2022,ID-JK,DKI Jakarta,118,0,46,72,865415,13609,851282,524,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,10.88,79790.1,0,1254.73,125.47,1.57%,98.37%,1.36,0
1/1/2022,ID-YO,Daerah Istimewa Yogyakarta,7,0,7,0,157004,5269,151631,104,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.93,43239.7,0,1451.11,145.11,3.36%,96.58%,1.17,1
1/1/2022,ID-GO,Gorontalo,0,0,1,-1,11849,461,11388,0,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,10035.99,0,390.46,39.05,3.89%,96.11%,0,1
1/1/2022,IDN,Indonesia,274,2,165,107,4262994,144096,4114499,4399,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.03,16075.52,0.01,543.38,54.34,3.38%,96.52%,1.52,0.33
1/1/2022,ID-JA,Jambi,0,0,0,0,29792,783,28997,12,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,8528.19,0,224.14,22.41,2.63%,97.33%,0,1
1/1/2022,ID-JB,Jawa Barat,18,0,11,7,708868,14756,693639,473,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.4,15696.35,0,326.74,32.67,2.08%,97.85%,1,1
1/1/2022,ID-JT,Jawa Tengah,6,0,8,-2,486921,30383,455803,735,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.16,13390.17,0,835.52,83.55,6.24%,93.61%,0.67,1
1/1/2022,ID-JI,Jawa Timur,15,1,12,2,400080,29746,370371,-37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.37,9883.64,0.02,734.85,73.48,7.44%,92.57%,0.83,0.25
1/1/2022,ID-KB,Kalimantan Barat,3,0,2,1,41674,1063,40602,9,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,7684.94,0,196.02,19.6,2.55%,97.43%,3,1
1/1/2022,ID-KS,Kalimantan Selatan,3,0,0,3,69957,2391,67553,13,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.75,17389.05,0,594.33,59.43,3.42%,96.56%,,1
1/1/2022,ID-KT,Kalimantan Tengah,1,0,0,1,45661,1433,44196,32,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,17764.93,0,557.52,55.75,3.14%,96.79%,1,1
1/1/2022,ID-KI,Kalimantan Timur,2,0,0,2,158334,5452,152860,22,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,44573.62,0,1534.83,153.48,3.44%,96.54%,,1
1/1/2022,ID-KU,Kalimantan Utara,6,0,0,6,35946,811,35111,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,9.25,55437.4,0,1250.76,125.08,2.26%,97.68%,,1
1/1/2022,ID-BB,Kepulauan Bangka Belitung,1,0,2,-1,52360,1462,50883,15,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,37948.44,0,1059.6,105.96,2.79%,97.18%,,1
1/1/2022,ID-KR,Kepulauan Riau,52,0,0,52,54264,1748,52132,384,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,26.95,28124.81,0,905.98,90.6,3.22%,96.07%,17.33,1
1/1/2022,ID-LA,Lampung,1,0,5,-4,49751,3871,45345,535,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.11,5469.79,0,425.59,42.56,7.78%,91.14%,,1
1/1/2022,ID-MA,Maluku,0,0,1,-1,14596,265,14326,5,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,7902.13,0,143.47,14.35,1.82%,98.15%,1,1
1/1/2022,ID-MU,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,9255.98,0,231.69,23.17,2.50%,97.50%,1,1
1/1/2022,ID-NB,Nusa Tenggara Barat,2,0,1,1,27809,818,26921,70,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.38,5276.6,0,155.21,15.52,2.94%,96.81%,2,1
1/1/2022,ID-NT,Nusa Tenggara Timur,1,0,4,-3,64254,1347,62848,59,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.18,11874,0,248.92,24.89,2.10%,97.81%,0.25,1
1/1/2022,ID-PA,Papua,0,0,1,-1,34374,560,33707,107,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,7919.64,0,129.02,12.9,1.63%,98.06%,1,1
1/1/2022,ID-PB,Papua Barat,13,0,17,-4,23673,357,23211,105,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,11.4,20753.03,0,312.97,31.3,1.51%,98.05%,6.5,1
1/1/2022,ID-RI,Riau,1,0,9,-8,128935,4117,124480,338,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.16,21227.01,0,677.8,67.78,3.19%,96.54%,0.2,1
1/1/2022,ID-SR,Sulawesi Barat,0,0,0,0,12368,347,12017,4,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0,7928.29,0,222.44,22.24,2.81%,97.16%,1,1
1/1/2022,ID-SN,Sulawesi Selatan,5,0,6,-1,110005,2241,107733,31,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.53,11669.28,0,237.72,23.77,2.04%,97.93%,5,1
1/1/2022,ID-ST,Sulawesi Tengah,3,0,1,2,47256,1605,45604,47,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,15988.81,0,543.04,54.3,3.40%,96.50%,1.5,1
1/1/2022,ID-SG,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,7654.45,0,200.34,20.03,2.62%,97.35%,0,1
1/1/2022,ID-SA,Sulawesi Utara,3,0,0,3,34802,1063,33633,106,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,1.14,13173.17,0,402.36,40.24,3.05%,96.64%,1.5,1
1/1/2022,ID-SB,Sumatera Barat,0,1,9,-10,89873,2154,87713,6,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0,16283.57,0.18,390.27,39.03,2.40%,97.60%,0,
1/1/2022,ID-SS,Sumatera Selatan,0,0,4,-4,59986,3082,56893,11,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,7299.74,0,375.05,37.51,5.14%,94.84%,1,1
1/1/2022,ID-SU,Sumatera Utara,2,0,0,2,106125,2893,103178,54,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.13,7134.51,0,194.49,19.45,2.73%,97.22%,0.29,1
1/2/2022,ID-AC,Aceh,1,0,0,1,38431,2066,36362,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,7324.02,0,393.73,39.37,5.38%,94.62%,,1
1/2/2022,ID-BA,Bali,1,0,0,1,114393,4061,110273,59,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.24,27131.96,0,963.2,96.32,3.55%,96.40%,0.33,1
1/2/2022,ID-BT,Banten,7,0,3,4,132841,2694,130136,11,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.65,12389.14,0,251.25,25.13,2.03%,97.96%,0.88,1
1/2/2022,ID-BE,Bengkulu,0,0,0,0,23105,473,22631,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,11555.16,0,236.55,23.66,2.05%,97.95%,1,1
1/2/2022,ID-JK,DKI Jakarta,103,0,106,-3,865518,13609,851388,521,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,9.5,79799.6,0,1254.73,125.47,1.57%,98.37%,0.87,1
1/2/2022,ID-YO,Daerah Istimewa Yogyakarta,2,0,5,-3,157006,5269,151636,101,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,43240.25,0,1451.11,145.11,3.36%,96.58%,0.29,1
1/2/2022,ID-GO,Gorontalo,0,0,0,0,11849,461,11388,0,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,10035.99,0,390.46,39.05,3.89%,96.11%,1,1
1/2/2022,IDN,Indonesia,174,1,190,-17,4263168,144097,4114689,4382,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.66,16076.17,0,543.38,54.34,3.38%,96.52%,0.64,0.5
1/2/2022,ID-JA,Jambi,0,0,1,-1,29792,783,28998,11,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,8528.19,0,224.14,22.41,2.63%,97.33%,1,1
1/2/2022,ID-JB,Jawa Barat,11,0,35,-24,708879,14756,693674,449,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.24,15696.59,0,326.74,32.67,2.08%,97.86%,0.61,1
1/2/2022,ID-JT,Jawa Tengah,4,0,6,-2,486925,30383,455809,733,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.11,13390.28,0,835.52,83.55,6.24%,93.61%,0.67,1
1/2/2022,ID-JI,Jawa Timur,8,0,8,0,400088,29746,370379,-37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.2,9883.84,0,734.85,73.48,7.43%,92.57%,0.53,0
1/2/2022,ID-KB,Kalimantan Barat,1,0,2,-1,41675,1063,40604,8,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,7685.12,0,196.02,19.6,2.55%,97.43%,0.33,1
1/2/2022,ID-KS,Kalimantan Selatan,0,0,0,0,69957,2391,67553,13,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0,17389.05,0,594.33,59.43,3.42%,96.56%,0,1
1/2/2022,ID-KT,Kalimantan Tengah,0,0,1,-1,45661,1433,44197,31,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,17764.93,0,557.52,55.75,3.14%,96.79%,0,1
1/2/2022,ID-KI,Kalimantan Timur,0,0,2,-2,158334,5452,152862,20,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0,44573.62,0,1534.83,153.48,3.44%,96.54%,0,1
1/2/2022,ID-KU,Kalimantan Utara,2,0,0,2,35948,811,35111,26,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,55440.49,0,1250.76,125.08,2.26%,97.67%,0.33,1
1/2/2022,ID-BB,Kepulauan Bangka Belitung,0,0,2,-2,52360,1462,50885,13,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,37948.44,0,1059.6,105.96,2.79%,97.18%,0,1
1/2/2022,ID-KR,Kepulauan Riau,24,0,0,24,54288,1748,52132,408,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,12.44,28137.24,0,905.98,90.6,3.22%,96.03%,0.46,1
1/2/2022,ID-LA,Lampung,0,0,0,0,49751,3871,45345,535,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,5469.79,0,425.59,42.56,7.78%,91.14%,0,1
1/2/2022,ID-MA,Maluku,0,1,1,-2,14596,266,14327,3,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,7902.13,0.54,144.01,14.4,1.82%,98.16%,1,
1/2/2022,ID-MU,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,9255.98,0,231.69,23.17,2.50%,97.50%,1,1
1/2/2022,ID-NB,Nusa Tenggara Barat,1,0,0,1,27810,818,26921,71,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.19,5276.79,0,155.21,15.52,2.94%,96.80%,0.5,1
1/2/2022,ID-NT,Nusa Tenggara Timur,0,0,6,-6,64254,1347,62854,53,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0,11874,0,248.92,24.89,2.10%,97.82%,0,1
1/2/2022,ID-PA,Papua,0,0,0,0,34374,560,33707,107,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,7919.64,0,129.02,12.9,1.63%,98.06%,1,1
1/2/2022,ID-PB,Papua Barat,4,0,7,-3,23677,357,23218,102,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,3.51,20756.53,0,312.97,31.3,1.51%,98.06%,0.31,1
1/2/2022,ID-RI,Riau,0,0,1,-1,128935,4117,124481,337,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,21227.01,0,677.8,67.78,3.19%,96.55%,0,1
1/2/2022,ID-SR,Sulawesi Barat,0,0,0,0,12368,347,12017,4,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0,7928.29,0,222.44,22.24,2.81%,97.16%,1,1
1/2/2022,ID-SN,Sulawesi Selatan,2,0,0,2,110007,2241,107733,33,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,11669.5,0,237.72,23.77,2.04%,97.93%,0.4,1
1/2/2022,ID-ST,Sulawesi Tengah,1,0,0,1,47257,1605,45604,48,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,15989.15,0,543.04,54.3,3.40%,96.50%,0.33,1
1/2/2022,ID-SG,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,7654.45,0,200.34,20.03,2.62%,97.35%,1,1
1/2/2022,ID-SA,Sulawesi Utara,1,0,0,1,34803,1063,33633,107,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,13173.55,0,402.36,40.24,3.05%,96.64%,0.33,1
1/2/2022,ID-SB,Sumatera Barat,0,0,0,0,89873,2154,87713,6,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0,16283.57,0,390.27,39.03,2.40%,97.60%,1,0
1/2/2022,ID-SS,Sumatera Selatan,1,0,0,1,59987,3082,56893,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,7299.86,0,375.05,37.51,5.14%,94.84%,,1
1/2/2022,ID-SU,Sumatera Utara,1,0,6,-5,106126,2893,103184,49,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.07,7134.57,0,194.49,19.45,2.73%,97.23%,0.5,1
1/3/2022,ID-AC,Aceh,0,0,0,0,38431,2066,36362,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0,7324.02,0,393.73,39.37,5.38%,94.62%,0,1
1/3/2022,ID-BA,Bali,5,1,7,-3,114398,4062,110280,56,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,27133.15,0.24,963.43,96.34,3.55%,96.40%,5,
1/3/2022,ID-BT,Banten,7,1,2,4,132848,2695,130138,15,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.65,12389.79,0.09,251.34,25.13,2.03%,97.96%,1,
1/3/2022,ID-BE,Bengkulu,0,0,0,0,23105,473,22631,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,11555.16,0,236.55,23.66,2.05%,97.95%,1,1
1/3/2022,ID-JK,DKI Jakarta,172,0,23,149,865690,13609,851411,670,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,15.86,79815.46,0,1254.73,125.47,1.57%,98.35%,1.67,1
1/3/2022,ID-YO,Daerah Istimewa Yogyakarta,2,0,5,-3,157008,5269,151641,98,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,43240.8,0,1451.11,145.11,3.36%,96.58%,1,1
1/3/2022,ID-GO,Gorontalo,0,0,0,0,11849,461,11388,0,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,10035.99,0,390.46,39.05,3.89%,96.11%,1,1
1/3/2022,IDN,Indonesia,265,5,112,148,4263433,144102,4114801,4530,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1,16077.17,0.02,543.4,54.34,3.38%,96.51%,1.52,5
1/3/2022,ID-JA,Jambi,0,0,1,-1,29792,783,28999,10,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,8528.19,0,224.14,22.41,2.63%,97.34%,1,1
1/3/2022,ID-JB,Jawa Barat,11,0,16,-5,708890,14756,693690,444,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.24,15696.84,0,326.74,32.67,2.08%,97.86%,1,1
1/3/2022,ID-JT,Jawa Tengah,8,0,13,-5,486933,30383,455822,728,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,13390.5,0,835.52,83.55,6.24%,93.61%,2,1
1/3/2022,ID-JI,Jawa Timur,10,0,9,1,400098,29746,370388,-36,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.25,9884.08,0,734.85,73.48,7.43%,92.57%,1.25,1
1/3/2022,ID-KB,Kalimantan Barat,1,1,2,-2,41676,1064,40606,6,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,7685.31,0.18,196.21,19.62,2.55%,97.43%,1,
1/3/2022,ID-KS,Kalimantan Selatan,0,1,0,-1,69957,2392,67553,12,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0,17389.05,0.25,594.57,59.46,3.42%,96.56%,1,
1/3/2022,ID-KT,Kalimantan Tengah,0,0,3,-3,45661,1433,44200,28,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,17764.93,0,557.52,55.75,3.14%,96.80%,1,1
1/3/2022,ID-KI,Kalimantan Timur,5,0,6,-1,158339,5452,152868,19,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,44575.02,0,1534.83,153.48,3.44%,96.54%,,1
1/3/2022,ID-KU,Kalimantan Utara,0,0,3,-3,35948,811,35114,23,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,55440.49,0,1250.76,125.08,2.26%,97.68%,0,1
1/3/2022,ID-BB,Kepulauan Bangka Belitung,2,0,2,0,52362,1462,50887,13,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,37949.89,0,1059.6,105.96,2.79%,97.18%,,1
1/3/2022,ID-KR,Kepulauan Riau,20,0,0,20,54308,1748,52132,428,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,10.37,28147.61,0,905.98,90.6,3.22%,95.99%,0.83,1
1/3/2022,ID-LA,Lampung,0,0,2,-2,49751,3871,45347,533,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,5469.79,0,425.59,42.56,7.78%,91.15%,1,1
1/3/2022,ID-MA,Maluku,0,0,0,0,14596,266,14327,3,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,7902.13,0,144.01,14.4,1.82%,98.16%,1,0
1/3/2022,ID-MU,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,9255.98,0,231.69,23.17,2.50%,97.50%,1,1
1/3/2022,ID-NB,Nusa Tenggara Barat,0,0,1,-1,27810,818,26922,70,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,5276.79,0,155.21,15.52,2.94%,96.81%,0,1
