,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Total Regencies,Total Districts,Population,Total Cases per Million,Total Deaths per Million,Growth Factor of New Cases,Growth Factor of New Deaths
0,1/1/2022,Aceh,0,0,0,0,38430,2066,36362,2,Province,0,Indonesia,Asia,18,289,5247257,7323.83,393.73,0.0,1.0
1,1/1/2022,Bali,3,0,0,3,114392,4061,110273,58,Province,1,Indonesia,Asia,8,57,4216171,27131.73,963.2,1.0,0.0
2,1/1/2022,Banten,8,0,5,3,132834,2694,130133,7,Province,2,Indonesia,Asia,4,155,10722374,12388.49,251.25,2.0,1.0
3,1/1/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
4,1/1/2022,DKI Jakarta,118,0,46,72,865415,13609,851282,524,Province,4,Indonesia,Asia,1,44,10846145,79790.1,1254.73,1.36,0.0
5,1/1/2022,Daerah Istimewa Yogyakarta,7,0,7,0,157004,5269,151631,104,Province,5,Indonesia,Asia,4,78,3631015,43239.7,1451.11,1.17,1.0
6,1/1/2022,Gorontalo,0,0,1,-1,11849,461,11388,0,Province,6,Indonesia,Asia,5,77,1180651,10035.99,390.46,0.0,1.0
7,1/1/2022,Indonesia,274,2,165,107,4262994,144096,4114499,4399,Country,34,Indonesia,Asia,416,7230,265185520,16075.52,543.38,1.52,0.33
8,1/1/2022,Jambi,0,0,0,0,29792,783,28997,12,Province,7,Indonesia,Asia,9,141,3493357,8528.19,224.14,0.0,1.0
9,1/1/2022,Jawa Barat,18,0,11,7,708868,14756,693639,473,Province,8,Indonesia,Asia,18,627,45161325,15696.35,326.74,1.0,1.0
10,1/1/2022,Jawa Tengah,6,0,8,-2,486921,30383,455803,735,Province,9,Indonesia,Asia,29,576,36364072,13390.17,835.52,0.67,1.0
11,1/1/2022,Jawa Timur,15,1,12,2,400080,29746,370371,-37,Province,10,Indonesia,Asia,29,666,40479023,9883.64,734.85,0.83,0.25
12,1/1/2022,Kalimantan Barat,3,0,2,1,41674,1063,40602,9,Province,11,Indonesia,Asia,12,174,5422814,7684.94,196.02,3.0,1.0
13,1/1/2022,Kalimantan Selatan,3,0,0,3,69957,2391,67553,13,Province,12,Indonesia,Asia,11,153,4023049,17389.05,594.33,1.0,1.0
14,1/1/2022,Kalimantan Tengah,1,0,0,1,45661,1433,44196,32,Province,13,Indonesia,Asia,13,136,2570289,17764.93,557.52,1.0,1.0
15,1/1/2022,Kalimantan Timur,2,0,0,2,158334,5452,152860,22,Province,14,Indonesia,Asia,7,103,3552191,44573.62,1534.83,1.0,1.0
16,1/1/2022,Kalimantan Utara,6,0,0,6,35946,811,35111,24,Province,15,Indonesia,Asia,4,53,648407,55437.4,1250.76,1.0,1.0
17,1/1/2022,Kepulauan Bangka Belitung,1,0,2,-1,52360,1462,50883,15,Province,16,Indonesia,Asia,6,47,1379767,37948.44,1059.6,1.0,1.0
18,1/1/2022,Kepulauan Riau,52,0,0,52,54264,1748,52132,384,Province,17,Indonesia,Asia,5,75,1929400,28124.81,905.98,17.33,1.0
19,1/1/2022,Lampung,1,0,5,-4,49751,3871,45345,535,Province,18,Indonesia,Asia,13,228,9095591,5469.79,425.59,1.0,1.0
20,1/1/2022,Maluku,0,0,1,-1,14596,265,14326,5,Province,19,Indonesia,Asia,9,118,1847097,7902.13,143.47,1.0,1.0
21,1/1/2022,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,20,Indonesia,Asia,8,116,1307803,9255.98,231.69,1.0,1.0
22,1/1/2022,Nusa Tenggara Barat,2,0,1,1,27809,818,26921,70,Province,21,Indonesia,Asia,8,117,5270247,5276.6,155.21,2.0,1.0
23,1/1/2022,Nusa Tenggara Timur,1,0,4,-3,64254,1347,62848,59,Province,22,Indonesia,Asia,21,309,5411321,11874.0,248.92,0.25,1.0
24,1/1/2022,Papua,0,0,1,-1,34374,560,33707,107,Province,23,Indonesia,Asia,28,560,4340348,7919.64,129.02,1.0,1.0
25,1/1/2022,Papua Barat,13,0,17,-4,23673,357,23211,105,Province,24,Indonesia,Asia,12,218,1140701,20753.03,312.97,6.5,1.0
26,1/1/2022,Riau,1,0,9,-8,128935,4117,124480,338,Province,25,Indonesia,Asia,10,169,6074100,21227.01,677.8,0.2,1.0
27,1/1/2022,Sulawesi Barat,0,0,0,0,12368,347,12017,4,Province,26,Indonesia,Asia,6,69,1559984,7928.29,222.44,1.0,1.0
28,1/1/2022,Sulawesi Selatan,5,0,6,-1,110005,2241,107733,31,Province,27,Indonesia,Asia,21,311,9426885,11669.28,237.72,5.0,1.0
29,1/1/2022,Sulawesi Tengah,3,0,1,2,47256,1605,45604,47,Province,28,Indonesia,Asia,12,175,2955567,15988.81,543.04,1.5,1.0
30,1/1/2022,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,29,Indonesia,Asia,15,219,2635461,7654.45,200.34,0.0,1.0
31,1/1/2022,Sulawesi Utara,3,0,0,3,34802,1063,33633,106,Province,30,Indonesia,Asia,11,171,2641884,13173.17,402.36,1.5,1.0
32,1/1/2022,Sumatera Barat,0,1,9,-10,89873,2154,87713,6,Province,31,Indonesia,Asia,12,179,5519245,16283.57,390.27,0.0,1.0
33,1/1/2022,Sumatera Selatan,0,0,4,-4,59986,3082,56893,11,Province,32,Indonesia,Asia,13,241,8217551,7299.74,375.05,1.0,1.0
34,1/1/2022,Sumatera Utara,2,0,0,2,106125,2893,103178,54,Province,33,Indonesia,Asia,25,450,14874889,7134.51,194.49,0.29,1.0
35,1/2/2022,Aceh,1,0,0,1,38431,2066,36362,3,Province,0,Indonesia,Asia,18,289,5247257,7324.02,393.73,1.0,1.0
36,1/2/2022,Bali,1,0,0,1,114393,4061,110273,59,Province,1,Indonesia,Asia,8,57,4216171,27131.96,963.2,0.33,1.0
37,1/2/2022,Banten,7,0,3,4,132841,2694,130136,11,Province,2,Indonesia,Asia,4,155,10722374,12389.14,251.25,0.88,1.0
38,1/2/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
39,1/2/2022,DKI Jakarta,103,0,106,-3,865518,13609,851388,521,Province,4,Indonesia,Asia,1,44,10846145,79799.6,1254.73,0.87,1.0
40,1/2/2022,Daerah Istimewa Yogyakarta,2,0,5,-3,157006,5269,151636,101,Province,5,Indonesia,Asia,4,78,3631015,43240.25,1451.11,0.29,1.0
41,1/2/2022,Gorontalo,0,0,0,0,11849,461,11388,0,Province,6,Indonesia,Asia,5,77,1180651,10035.99,390.46,1.0,1.0
42,1/2/2022,Indonesia,174,1,190,-17,4263168,144097,4114689,4382,Country,34,Indonesia,Asia,416,7230,265185520,16076.17,543.38,0.64,0.5
43,1/2/2022,Jambi,0,0,1,-1,29792,783,28998,11,Province,7,Indonesia,Asia,9,141,3493357,8528.19,224.14,1.0,1.0
44,1/2/2022,Jawa Barat,11,0,35,-24,708879,14756,693674,449,Province,8,Indonesia,Asia,18,627,45161325,15696.59,326.74,0.61,1.0
45,1/2/2022,Jawa Tengah,4,0,6,-2,486925,30383,455809,733,Province,9,Indonesia,Asia,29,576,36364072,13390.28,835.52,0.67,1.0
46,1/2/2022,Jawa Timur,8,0,8,0,400088,29746,370379,-37,Province,10,Indonesia,Asia,29,666,40479023,9883.84,734.85,0.53,0.0
47,1/2/2022,Kalimantan Barat,1,0,2,-1,41675,1063,40604,8,Province,11,Indonesia,Asia,12,174,5422814,7685.12,196.02,0.33,1.0
48,1/2/2022,Kalimantan Selatan,0,0,0,0,69957,2391,67553,13,Province,12,Indonesia,Asia,11,153,4023049,17389.05,594.33,0.0,1.0
49,1/2/2022,Kalimantan Tengah,0,0,1,-1,45661,1433,44197,31,Province,13,Indonesia,Asia,13,136,2570289,17764.93,557.52,0.0,1.0
50,1/2/2022,Kalimantan Timur,0,0,2,-2,158334,5452,152862,20,Province,14,Indonesia,Asia,7,103,3552191,44573.62,1534.83,0.0,1.0
51,1/2/2022,Kalimantan Utara,2,0,0,2,35948,811,35111,26,Province,15,Indonesia,Asia,4,53,648407,55440.49,1250.76,0.33,1.0
52,1/2/2022,Kepulauan Bangka Belitung,0,0,2,-2,52360,1462,50885,13,Province,16,Indonesia,Asia,6,47,1379767,37948.44,1059.6,0.0,1.0
53,1/2/2022,Kepulauan Riau,24,0,0,24,54288,1748,52132,408,Province,17,Indonesia,Asia,5,75,1929400,28137.24,905.98,0.46,1.0
54,1/2/2022,Lampung,0,0,0,0,49751,3871,45345,535,Province,18,Indonesia,Asia,13,228,9095591,5469.79,425.59,0.0,1.0
55,1/2/2022,Maluku,0,1,1,-2,14596,266,14327,3,Province,19,Indonesia,Asia,9,118,1847097,7902.13,144.01,1.0,1.0
56,1/2/2022,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,20,Indonesia,Asia,8,116,1307803,9255.98,231.69,1.0,1.0
57,1/2/2022,Nusa Tenggara Barat,1,0,0,1,27810,818,26921,71,Province,21,Indonesia,Asia,8,117,5270247,5276.79,155.21,0.5,1.0
58,1/2/2022,Nusa Tenggara Timur,0,0,6,-6,64254,1347,62854,53,Province,22,Indonesia,Asia,21,309,5411321,11874.0,248.92,0.0,1.0
59,1/2/2022,Papua,0,0,0,0,34374,560,33707,107,Province,23,Indonesia,Asia,28,560,4340348,7919.64,129.02,1.0,1.0
60,1/2/2022,Papua Barat,4,0,7,-3,23677,357,23218,102,Province,24,Indonesia,Asia,12,218,1140701,20756.53,312.97,0.31,1.0
61,1/2/2022,Riau,0,0,1,-1,128935,4117,124481,337,Province,25,Indonesia,Asia,10,169,6074100,21227.01,677.8,0.0,1.0
62,1/2/2022,Sulawesi Barat,0,0,0,0,12368,347,12017,4,Province,26,Indonesia,Asia,6,69,1559984,7928.29,222.44,1.0,1.0
63,1/2/2022,Sulawesi Selatan,2,0,0,2,110007,2241,107733,33,Province,27,Indonesia,Asia,21,311,9426885,11669.5,237.72,0.4,1.0
64,1/2/2022,Sulawesi Tengah,1,0,0,1,47257,1605,45604,48,Province,28,Indonesia,Asia,12,175,2955567,15989.15,543.04,0.33,1.0
65,1/2/2022,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,29,Indonesia,Asia,15,219,2635461,7654.45,200.34,1.0,1.0
66,1/2/2022,Sulawesi Utara,1,0,0,1,34803,1063,33633,107,Province,30,Indonesia,Asia,11,171,2641884,13173.55,402.36,0.33,1.0
67,1/2/2022,Sumatera Barat,0,0,0,0,89873,2154,87713,6,Province,31,Indonesia,Asia,12,179,5519245,16283.57,390.27,1.0,0.0
68,1/2/2022,Sumatera Selatan,1,0,0,1,59987,3082,56893,12,Province,32,Indonesia,Asia,13,241,8217551,7299.86,375.05,1.0,1.0
69,1/2/2022,Sumatera Utara,1,0,6,-5,106126,2893,103184,49,Province,33,Indonesia,Asia,25,450,14874889,7134.57,194.49,0.5,1.0
70,1/3/2022,Aceh,0,0,0,0,38431,2066,36362,3,Province,0,Indonesia,Asia,18,289,5247257,7324.02,393.73,0.0,1.0
71,1/3/2022,Bali,5,1,7,-3,114398,4062,110280,56,Province,1,Indonesia,Asia,8,57,4216171,27133.15,963.43,5.0,1.0
72,1/3/2022,Banten,7,1,2,4,132848,2695,130138,15,Province,2,Indonesia,Asia,4,155,10722374,12389.79,251.34,1.0,1.0
73,1/3/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
74,1/3/2022,DKI Jakarta,172,0,23,149,865690,13609,851411,670,Province,4,Indonesia,Asia,1,44,10846145,79815.46,1254.73,1.67,1.0
75,1/3/2022,Daerah Istimewa Yogyakarta,2,0,5,-3,157008,5269,151641,98,Province,5,Indonesia,Asia,4,78,3631015,43240.8,1451.11,1.0,1.0
76,1/3/2022,Gorontalo,0,0,0,0,11849,461,11388,0,Province,6,Indonesia,Asia,5,77,1180651,10035.99,390.46,1.0,1.0
77,1/3/2022,Indonesia,265,5,112,148,4263433,144102,4114801,4530,Country,34,Indonesia,Asia,416,7230,265185520,16077.17,543.4,1.52,5.0
78,1/3/2022,Jambi,0,0,1,-1,29792,783,28999,10,Province,7,Indonesia,Asia,9,141,3493357,8528.19,224.14,1.0,1.0
79,1/3/2022,Jawa Barat,11,0,16,-5,708890,14756,693690,444,Province,8,Indonesia,Asia,18,627,45161325,15696.84,326.74,1.0,1.0
80,1/3/2022,Jawa Tengah,8,0,13,-5,486933,30383,455822,728,Province,9,Indonesia,Asia,29,576,36364072,13390.5,835.52,2.0,1.0
81,1/3/2022,Jawa Timur,10,0,9,1,400098,29746,370388,-36,Province,10,Indonesia,Asia,29,666,40479023,9884.08,734.85,1.25,1.0
82,1/3/2022,Kalimantan Barat,1,1,2,-2,41676,1064,40606,6,Province,11,Indonesia,Asia,12,174,5422814,7685.31,196.21,1.0,1.0
83,1/3/2022,Kalimantan Selatan,0,1,0,-1,69957,2392,67553,12,Province,12,Indonesia,Asia,11,153,4023049,17389.05,594.57,1.0,1.0
84,1/3/2022,Kalimantan Tengah,0,0,3,-3,45661,1433,44200,28,Province,13,Indonesia,Asia,13,136,2570289,17764.93,557.52,1.0,1.0
85,1/3/2022,Kalimantan Timur,5,0,6,-1,158339,5452,152868,19,Province,14,Indonesia,Asia,7,103,3552191,44575.02,1534.83,1.0,1.0
86,1/3/2022,Kalimantan Utara,0,0,3,-3,35948,811,35114,23,Province,15,Indonesia,Asia,4,53,648407,55440.49,1250.76,0.0,1.0
87,1/3/2022,Kepulauan Bangka Belitung,2,0,2,0,52362,1462,50887,13,Province,16,Indonesia,Asia,6,47,1379767,37949.89,1059.6,1.0,1.0
88,1/3/2022,Kepulauan Riau,20,0,0,20,54308,1748,52132,428,Province,17,Indonesia,Asia,5,75,1929400,28147.61,905.98,0.83,1.0
89,1/3/2022,Lampung,0,0,2,-2,49751,3871,45347,533,Province,18,Indonesia,Asia,13,228,9095591,5469.79,425.59,1.0,1.0
90,1/3/2022,Maluku,0,0,0,0,14596,266,14327,3,Province,19,Indonesia,Asia,9,118,1847097,7902.13,144.01,1.0,0.0
91,1/3/2022,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,20,Indonesia,Asia,8,116,1307803,9255.98,231.69,1.0,1.0
92,1/3/2022,Nusa Tenggara Barat,0,0,1,-1,27810,818,26922,70,Province,21,Indonesia,Asia,8,117,5270247,5276.79,155.21,0.0,1.0
93,1/3/2022,Nusa Tenggara Timur,9,1,6,2,64263,1348,62860,55,Province,22,Indonesia,Asia,21,309,5411321,11875.66,249.11,1.0,1.0
94,1/3/2022,Papua,2,0,0,2,34376,560,33707,109,Province,23,Indonesia,Asia,28,560,4340348,7920.1,129.02,1.0,1.0
95,1/3/2022,Papua Barat,7,0,0,7,23684,357,23218,109,Province,24,Indonesia,Asia,12,218,1140701,20762.67,312.97,1.75,1.0
96,1/3/2022,Riau,1,0,2,-1,128936,4117,124483,336,Province,25,Indonesia,Asia,10,169,6074100,21227.18,677.8,1.0,1.0
97,1/3/2022,Sulawesi Barat,0,0,0,0,12368,347,12017,4,Province,26,Indonesia,Asia,6,69,1559984,7928.29,222.44,1.0,1.0
98,1/3/2022,Sulawesi Selatan,0,0,4,-4,110007,2241,107737,29,Province,27,Indonesia,Asia,21,311,9426885,11669.5,237.72,0.0,1.0
99,1/3/2022,Sulawesi Tengah,1,0,0,1,47258,1605,45604,49,Province,28,Indonesia,Asia,12,175,2955567,15989.49,543.04,1.0,1.0
100,1/3/2022,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,29,Indonesia,Asia,15,219,2635461,7654.45,200.34,1.0,1.0
101,1/3/2022,Sulawesi Utara,0,0,0,0,34803,1063,33633,107,Province,30,Indonesia,Asia,11,171,2641884,13173.55,402.36,0.0,1.0
102,1/3/2022,Sumatera Barat,0,0,0,0,89873,2154,87713,6,Province,31,Indonesia,Asia,12,179,5519245,16283.57,390.27,1.0,1.0
103,1/3/2022,Sumatera Selatan,1,0,0,1,59988,3082,56893,13,Province,32,Indonesia,Asia,13,241,8217551,7299.99,375.05,1.0,1.0
104,1/3/2022,Sumatera Utara,1,1,5,-5,106127,2894,103189,44,Province,33,Indonesia,Asia,25,450,14874889,7134.64,194.56,1.0,1.0
105,1/4/2022,Aceh,0,0,1,-1,38431,2066,36363,2,Province,0,Indonesia,Asia,18,289,5247257,7324.02,393.73,1.0,1.0
106,1/4/2022,Bali,8,1,5,2,114406,4063,110285,58,Province,1,Indonesia,Asia,8,57,4216171,27135.05,963.67,1.6,1.0
107,1/4/2022,Banten,11,0,3,8,132859,2695,130141,23,Province,2,Indonesia,Asia,4,155,10722374,12390.82,251.34,1.57,0.0
108,1/4/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
109,1/4/2022,DKI Jakarta,115,0,42,73,865805,13609,851453,743,Province,4,Indonesia,Asia,1,44,10846145,79826.06,1254.73,0.67,1.0
110,1/4/2022,Daerah Istimewa Yogyakarta,2,0,4,-2,157010,5269,151645,96,Province,5,Indonesia,Asia,4,78,3631015,43241.35,1451.11,1.0,1.0
111,1/4/2022,Gorontalo,0,0,0,0,11849,461,11388,0,Province,6,Indonesia,Asia,5,77,1180651,10035.99,390.46,1.0,1.0
112,1/4/2022,Indonesia,299,3,168,128,4263732,144105,4114969,4658,Country,34,Indonesia,Asia,416,7230,265185520,16078.3,543.41,1.13,0.6
113,1/4/2022,Jambi,0,0,1,-1,29792,783,29000,9,Province,7,Indonesia,Asia,9,141,3493357,8528.19,224.14,1.0,1.0
114,1/4/2022,Jawa Barat,32,0,23,9,708922,14756,693713,453,Province,8,Indonesia,Asia,18,627,45161325,15697.55,326.74,2.91,1.0
115,1/4/2022,Jawa Tengah,10,1,18,-9,486943,30384,455840,719,Province,9,Indonesia,Asia,29,576,36364072,13390.77,835.55,1.25,1.0
116,1/4/2022,Jawa Timur,17,0,24,-7,400115,29746,370412,-43,Province,10,Indonesia,Asia,29,666,40479023,9884.5,734.85,1.7,1.0
117,1/4/2022,Kalimantan Barat,7,0,2,5,41683,1064,40608,11,Province,11,Indonesia,Asia,12,174,5422814,7686.6,196.21,7.0,0.0
118,1/4/2022,Kalimantan Selatan,1,0,1,0,69958,2392,67554,12,Province,12,Indonesia,Asia,11,153,4023049,17389.3,594.57,1.0,0.0
119,1/4/2022,Kalimantan Tengah,5,0,1,4,45666,1433,44201,32,Province,13,Indonesia,Asia,13,136,2570289,17766.87,557.52,1.0,1.0
120,1/4/2022,Kalimantan Timur,2,0,6,-4,158341,5452,152874,15,Province,14,Indonesia,Asia,7,103,3552191,44575.59,1534.83,0.4,1.0
121,1/4/2022,Kalimantan Utara,4,0,5,-1,35952,811,35119,22,Province,15,Indonesia,Asia,4,53,648407,55446.66,1250.76,1.0,1.0
122,1/4/2022,Kepulauan Bangka Belitung,0,0,1,-1,52362,1462,50888,12,Province,16,Indonesia,Asia,6,47,1379767,37949.89,1059.6,0.0,1.0
123,1/4/2022,Kepulauan Riau,51,0,0,51,54359,1748,52132,479,Province,17,Indonesia,Asia,5,75,1929400,28174.04,905.98,2.55,1.0
124,1/4/2022,Lampung,1,0,3,-2,49752,3871,45350,531,Province,18,Indonesia,Asia,13,228,9095591,5469.9,425.59,1.0,1.0
125,1/4/2022,Maluku,0,0,0,0,14596,266,14327,3,Province,19,Indonesia,Asia,9,118,1847097,7902.13,144.01,1.0,1.0
126,1/4/2022,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,20,Indonesia,Asia,8,116,1307803,9255.98,231.69,1.0,1.0
127,1/4/2022,Nusa Tenggara Barat,0,0,0,0,27810,818,26922,70,Province,21,Indonesia,Asia,8,117,5270247,5276.79,155.21,1.0,1.0
128,1/4/2022,Nusa Tenggara Timur,2,0,3,-1,64265,1348,62863,54,Province,22,Indonesia,Asia,21,309,5411321,11876.03,249.11,0.22,0.0
129,1/4/2022,Papua,4,0,0,4,34380,560,33707,113,Province,23,Indonesia,Asia,28,560,4340348,7921.02,129.02,2.0,1.0
130,1/4/2022,Papua Barat,16,0,10,6,23700,357,23228,115,Province,24,Indonesia,Asia,12,218,1140701,20776.7,312.97,2.29,1.0
131,1/4/2022,Riau,1,0,0,1,128937,4117,124483,337,Province,25,Indonesia,Asia,10,169,6074100,21227.34,677.8,1.0,1.0
132,1/4/2022,Sulawesi Barat,0,0,1,-1,12368,347,12018,3,Province,26,Indonesia,Asia,6,69,1559984,7928.29,222.44,1.0,1.0
133,1/4/2022,Sulawesi Selatan,7,0,3,4,110014,2241,107740,33,Province,27,Indonesia,Asia,21,311,9426885,11670.24,237.72,1.0,1.0
134,1/4/2022,Sulawesi Tengah,2,1,7,-6,47260,1606,45611,43,Province,28,Indonesia,Asia,12,175,2955567,15990.16,543.38,2.0,1.0
135,1/4/2022,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,29,Indonesia,Asia,15,219,2635461,7654.45,200.34,1.0,1.0
136,1/4/2022,Sulawesi Utara,1,0,0,1,34804,1063,33633,108,Province,30,Indonesia,Asia,11,171,2641884,13173.93,402.36,1.0,1.0
137,1/4/2022,Sumatera Barat,0,0,0,0,89873,2154,87713,6,Province,31,Indonesia,Asia,12,179,5519245,16283.57,390.27,1.0,1.0
138,1/4/2022,Sumatera Selatan,1,0,1,0,59989,3082,56894,13,Province,32,Indonesia,Asia,13,241,8217551,7300.11,375.05,1.0,1.0
139,1/4/2022,Sumatera Utara,0,0,5,-5,106127,2894,103194,39,Province,33,Indonesia,Asia,25,450,14874889,7134.64,194.56,0.0,0.0
140,1/5/2022,Aceh,0,0,1,-1,38431,2066,36364,1,Province,0,Indonesia,Asia,18,289,5247257,7324.02,393.73,1.0,1.0
141,1/5/2022,Bali,1,0,5,-4,114407,4063,110290,54,Province,1,Indonesia,Asia,8,57,4216171,27135.28,963.67,0.13,0.0
142,1/5/2022,Banten,8,0,6,2,132867,2695,130147,25,Province,2,Indonesia,Asia,4,155,10722374,12391.57,251.34,0.73,1.0
143,1/5/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
144,1/5/2022,DKI Jakarta,260,0,71,189,866065,13609,851524,932,Province,4,Indonesia,Asia,1,44,10846145,79850.03,1254.73,2.26,1.0
145,1/5/2022,Daerah Istimewa Yogyakarta,2,0,7,-5,157012,5269,151652,91,Province,5,Indonesia,Asia,4,78,3631015,43241.9,1451.11,1.0,1.0
146,1/5/2022,Gorontalo,0,0,0,0,11849,461,11388,0,Province,6,Indonesia,Asia,5,77,1180651,10035.99,390.46,1.0,1.0
147,1/5/2022,Indonesia,404,4,180,220,4264136,144109,4115149,4878,Country,34,Indonesia,Asia,416,7230,265185520,16079.82,543.43,1.35,1.33
148,1/5/2022,Jambi,1,0,0,1,29793,783,29000,10,Province,7,Indonesia,Asia,9,141,3493357,8528.47,224.14,1.0,1.0
149,1/5/2022,Jawa Barat,24,0,28,-4,708946,14756,693741,449,Province,8,Indonesia,Asia,18,627,45161325,15698.08,326.74,0.75,1.0
150,1/5/2022,Jawa Tengah,24,0,5,19,486967,30384,455845,738,Province,9,Indonesia,Asia,29,576,36364072,13391.43,835.55,2.4,0.0
151,1/5/2022,Jawa Timur,12,2,11,-1,400127,29748,370423,-44,Province,10,Indonesia,Asia,29,666,40479023,9884.8,734.9,0.71,1.0
152,1/5/2022,Kalimantan Barat,3,0,2,1,41686,1064,40610,12,Province,11,Indonesia,Asia,12,174,5422814,7687.15,196.21,0.43,1.0
153,1/5/2022,Kalimantan Selatan,1,0,5,-4,69959,2392,67559,8,Province,12,Indonesia,Asia,11,153,4023049,17389.55,594.57,1.0,1.0
154,1/5/2022,Kalimantan Tengah,3,0,3,0,45669,1433,44204,32,Province,13,Indonesia,Asia,13,136,2570289,17768.04,557.52,0.6,1.0
155,1/5/2022,Kalimantan Timur,2,0,1,1,158343,5452,152875,16,Province,14,Indonesia,Asia,7,103,3552191,44576.15,1534.83,1.0,1.0
156,1/5/2022,Kalimantan Utara,1,0,0,1,35953,811,35119,23,Province,15,Indonesia,Asia,4,53,648407,55448.2,1250.76,0.25,1.0
157,1/5/2022,Kepulauan Bangka Belitung,4,0,3,1,52366,1462,50891,13,Province,16,Indonesia,Asia,6,47,1379767,37952.78,1059.6,1.0,1.0
158,1/5/2022,Kepulauan Riau,16,0,0,16,54375,1748,52132,495,Province,17,Indonesia,Asia,5,75,1929400,28182.34,905.98,0.31,1.0
159,1/5/2022,Lampung,1,0,0,1,49753,3871,45350,532,Province,18,Indonesia,Asia,13,228,9095591,5470.01,425.59,1.0,1.0
160,1/5/2022,Maluku,0,0,3,-3,14596,266,14330,0,Province,19,Indonesia,Asia,9,118,1847097,7902.13,144.01,1.0,1.0
161,1/5/2022,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,20,Indonesia,Asia,8,116,1307803,9255.98,231.69,1.0,1.0
162,1/5/2022,Nusa Tenggara Barat,0,0,3,-3,27810,818,26925,67,Province,21,Indonesia,Asia,8,117,5270247,5276.79,155.21,1.0,1.0
163,1/5/2022,Nusa Tenggara Timur,9,0,3,6,64274,1348,62866,60,Province,22,Indonesia,Asia,21,309,5411321,11877.69,249.11,4.5,1.0
164,1/5/2022,Papua,2,0,1,1,34382,560,33708,114,Province,23,Indonesia,Asia,28,560,4340348,7921.48,129.02,0.5,1.0
165,1/5/2022,Papua Barat,15,0,4,11,23715,357,23232,126,Province,24,Indonesia,Asia,12,218,1140701,20789.85,312.97,0.94,1.0
166,1/5/2022,Riau,1,0,0,1,128938,4117,124483,338,Province,25,Indonesia,Asia,10,169,6074100,21227.51,677.8,1.0,1.0
167,1/5/2022,Sulawesi Barat,0,0,0,0,12368,347,12018,3,Province,26,Indonesia,Asia,6,69,1559984,7928.29,222.44,1.0,1.0
168,1/5/2022,Sulawesi Selatan,4,0,4,0,110018,2241,107744,33,Province,27,Indonesia,Asia,21,311,9426885,11670.66,237.72,0.57,1.0
169,1/5/2022,Sulawesi Tengah,3,0,1,2,47263,1606,45612,45,Province,28,Indonesia,Asia,12,175,2955567,15991.18,543.38,1.5,0.0
170,1/5/2022,Sulawesi Tenggara,0,0,0,0,20173,528,19638,7,Province,29,Indonesia,Asia,15,219,2635461,7654.45,200.34,1.0,1.0
171,1/5/2022,Sulawesi Utara,5,0,0,5,34809,1063,33633,113,Province,30,Indonesia,Asia,11,171,2641884,13175.82,402.36,5.0,1.0
172,1/5/2022,Sumatera Barat,1,0,0,1,89874,2154,87713,7,Province,31,Indonesia,Asia,12,179,5519245,16283.75,390.27,1.0,1.0
173,1/5/2022,Sumatera Selatan,0,0,4,-4,59989,3082,56898,9,Province,32,Indonesia,Asia,13,241,8217551,7300.11,375.05,0.0,1.0
174,1/5/2022,Sumatera Utara,2,0,9,-7,106129,2894,103203,32,Province,33,Indonesia,Asia,25,450,14874889,7134.78,194.56,1.0,1.0
175,1/6/2022,Aceh,0,0,0,0,38431,2066,36364,1,Province,0,Indonesia,Asia,18,289,5247257,7324.02,393.73,1.0,1.0
176,1/6/2022,Bali,4,0,7,-3,114411,4063,110297,51,Province,1,Indonesia,Asia,8,57,4216171,27136.23,963.67,4.0,1.0
177,1/6/2022,Banten,21,0,1,20,132888,2695,130148,45,Province,2,Indonesia,Asia,4,155,10722374,12393.52,251.34,2.63,1.0
178,1/6/2022,Bengkulu,0,0,0,0,23105,473,22631,1,Province,3,Indonesia,Asia,9,129,1999539,11555.16,236.55,1.0,1.0
179,1/6/2022,DKI Jakarta,267,0,50,217,866332,13609,851574,1149,Province,4,Indonesia,Asia,1,44,10846145,79874.65,1254.73,1.03,1.0
