,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Total Regencies,Total Districts,Population,Total Cases per Million,Total Deaths per Million,Growth Factor of New Cases,Growth Factor of New Deaths
700,1/21/2022,Aceh,0,0,0,0,38436,2067,36368,1,Province,0,Indonesia,Asia,18,289,5247257,7324.97,393.92,1.0,1.0
701,1/21/2022,Bali,38,0,5,33,114639,4065,110353,221,Province,1,Indonesia,Asia,8,57,4216171,27190.31,964.14,0.88,1.0
702,1/21/2022,Banten,340,0,26,314,134533,2702,130335,1496,Province,2,Indonesia,Asia,4,155,10722374,12546.94,252.0,1.23,1.0
703,1/21/2022,Bengkulu,0,0,0,0,23106,473,22632,1,Province,3,Indonesia,Asia,9,129,1999539,11555.66,236.55,1.0,1.0
704,1/21/2022,DKI Jakarta,1484,0,654,830,875743,13610,855787,6346,Province,4,Indonesia,Asia,1,44,10846145,80742.33,1254.82,1.28,1.0
705,1/21/2022,Daerah Istimewa Yogyakarta,6,0,6,0,157108,5272,151717,119,Province,5,Indonesia,Asia,4,78,3631015,43268.34,1451.94,1.2,1.0
706,1/21/2022,Gorontalo,0,0,0,0,11853,461,11388,4,Province,6,Indonesia,Asia,5,77,1180651,10039.38,390.46,1.0,1.0
707,1/21/2022,Indonesia,2604,2,811,1791,4280248,144201,4121928,14119,Country,34,Indonesia,Asia,416,7230,265185520,16140.58,543.77,1.23,0.29
708,1/21/2022,Jambi,1,0,1,0,29798,784,29011,3,Province,7,Indonesia,Asia,9,141,3493357,8529.9,224.43,1.0,1.0
709,1/21/2022,Jawa Barat,505,0,40,465,711213,14765,694118,2330,Province,8,Indonesia,Asia,18,627,45161325,15748.28,326.94,1.26,0.0
710,1/21/2022,Jawa Tengah,24,1,10,13,487219,30400,456025,794,Province,9,Indonesia,Asia,29,576,36364072,13398.36,835.99,0.77,0.33
711,1/21/2022,Jawa Timur,92,1,27,64,400648,29766,370702,180,Province,10,Indonesia,Asia,29,666,40479023,9897.67,735.34,1.03,0.33
712,1/21/2022,Kalimantan Barat,19,0,7,12,41777,1064,40676,37,Province,11,Indonesia,Asia,12,174,5422814,7703.93,196.21,2.71,1.0
713,1/21/2022,Kalimantan Selatan,7,0,0,7,69981,2392,67570,19,Province,12,Indonesia,Asia,11,153,4023049,17395.02,594.57,1.0,1.0
714,1/21/2022,Kalimantan Tengah,4,0,0,4,45684,1435,44223,26,Province,13,Indonesia,Asia,13,136,2570289,17773.88,558.3,1.0,1.0
715,1/21/2022,Kalimantan Timur,14,0,1,13,158468,5456,152908,104,Province,14,Indonesia,Asia,7,103,3552191,44611.34,1535.95,0.7,1.0
716,1/21/2022,Kalimantan Utara,0,0,2,-2,35985,811,35145,29,Province,15,Indonesia,Asia,4,53,648407,55497.55,1250.76,1.0,1.0
717,1/21/2022,Kepulauan Bangka Belitung,2,0,0,2,52400,1462,50914,24,Province,16,Indonesia,Asia,6,47,1379767,37977.43,1059.6,0.4,1.0
718,1/21/2022,Kepulauan Riau,5,0,0,5,54817,1748,52836,233,Province,17,Indonesia,Asia,5,75,1929400,28411.42,905.98,1.67,1.0
719,1/21/2022,Lampung,3,0,0,3,49774,3875,45366,533,Province,18,Indonesia,Asia,13,228,9095591,5472.32,426.03,3.0,1.0
720,1/21/2022,Maluku,3,0,0,3,14606,267,14330,9,Province,19,Indonesia,Asia,9,118,1847097,7907.54,144.55,1.0,1.0
721,1/21/2022,Maluku Utara,0,0,0,0,12116,303,11804,9,Province,20,Indonesia,Asia,8,116,1307803,9264.39,231.69,1.0,1.0
722,1/21/2022,Nusa Tenggara Barat,0,0,3,-3,27841,820,26935,86,Province,21,Indonesia,Asia,8,117,5270247,5282.67,155.59,0.0,1.0
723,1/21/2022,Nusa Tenggara Timur,24,0,6,18,64430,1352,62932,146,Province,22,Indonesia,Asia,21,309,5411321,11906.52,249.85,0.73,1.0
724,1/21/2022,Papua,6,0,0,6,34429,560,33715,154,Province,23,Indonesia,Asia,28,560,4340348,7932.31,129.02,0.86,1.0
725,1/21/2022,Papua Barat,2,0,7,-5,23761,357,23392,12,Province,24,Indonesia,Asia,12,218,1140701,20830.17,312.97,1.0,1.0
726,1/21/2022,Riau,3,0,0,3,128952,4118,124505,329,Province,25,Indonesia,Asia,10,169,6074100,21229.81,677.96,1.0,1.0
727,1/21/2022,Sulawesi Barat,0,0,2,-2,12371,347,12023,1,Province,26,Indonesia,Asia,6,69,1559984,7930.21,222.44,1.0,1.0
728,1/21/2022,Sulawesi Selatan,7,0,6,1,110113,2242,107800,71,Province,27,Indonesia,Asia,21,311,9426885,11680.74,237.83,0.88,1.0
729,1/21/2022,Sulawesi Tengah,2,0,0,2,47304,1610,45667,27,Province,28,Indonesia,Asia,12,175,2955567,16005.05,544.73,1.0,1.0
730,1/21/2022,Sulawesi Tenggara,0,0,0,0,20174,529,19643,2,Province,29,Indonesia,Asia,15,219,2635461,7654.83,200.72,1.0,1.0
731,1/21/2022,Sulawesi Utara,4,0,0,4,34858,1066,33642,150,Province,30,Indonesia,Asia,11,171,2641884,13194.37,403.5,0.8,1.0
732,1/21/2022,Sumatera Barat,1,0,0,1,89890,2155,87720,15,Province,31,Indonesia,Asia,12,179,5519245,16286.65,390.45,0.5,1.0
733,1/21/2022,Sumatera Selatan,2,0,0,2,60014,3082,56903,29,Province,32,Indonesia,Asia,13,241,8217551,7303.15,375.05,0.67,1.0
734,1/21/2022,Sumatera Utara,6,0,5,1,106189,2898,103249,42,Province,33,Indonesia,Asia,25,450,14874889,7138.81,194.82,1.5,1.0
735,1/22/2022,Aceh,1,0,0,1,38437,2067,36368,2,Province,0,Indonesia,Asia,18,289,5247257,7325.16,393.92,1.0,1.0
736,1/22/2022,Bali,44,0,24,20,114683,4065,110377,241,Province,1,Indonesia,Asia,8,57,4216171,27200.75,964.14,1.16,1.0
737,1/22/2022,Banten,451,0,34,417,134984,2702,130369,1913,Province,2,Indonesia,Asia,4,155,10722374,12589.0,252.0,1.33,1.0
738,1/22/2022,Bengkulu,0,0,0,0,23106,473,22632,1,Province,3,Indonesia,Asia,9,129,1999539,11555.66,236.55,1.0,1.0
739,1/22/2022,DKI Jakarta,1825,0,456,1369,877568,13610,856243,7715,Province,4,Indonesia,Asia,1,44,10846145,80910.59,1254.82,1.23,1.0
740,1/22/2022,Daerah Istimewa Yogyakarta,10,0,4,6,157118,5272,151721,125,Province,5,Indonesia,Asia,4,78,3631015,43271.1,1451.94,1.67,1.0
741,1/22/2022,Gorontalo,1,0,0,1,11854,461,11388,5,Province,6,Indonesia,Asia,5,77,1180651,10040.22,390.46,1.0,1.0
742,1/22/2022,Indonesia,3205,5,627,2573,4283453,144206,4122555,16692,Country,34,Indonesia,Asia,416,7230,265185520,16152.67,543.79,1.23,2.5
743,1/22/2022,Jambi,0,0,0,0,29798,784,29011,3,Province,7,Indonesia,Asia,9,141,3493357,8529.9,224.43,0.0,1.0
744,1/22/2022,Jawa Barat,641,0,24,617,711854,14765,694142,2947,Province,8,Indonesia,Asia,18,627,45161325,15762.47,326.94,1.27,1.0
745,1/22/2022,Jawa Tengah,43,0,7,36,487262,30400,456032,830,Province,9,Indonesia,Asia,29,576,36364072,13399.54,835.99,1.79,0.0
746,1/22/2022,Jawa Timur,79,2,45,32,400727,29768,370747,212,Province,10,Indonesia,Asia,29,666,40479023,9899.62,735.39,0.86,2.0
747,1/22/2022,Kalimantan Barat,5,0,9,-4,41782,1064,40685,33,Province,11,Indonesia,Asia,12,174,5422814,7704.86,196.21,0.26,1.0
748,1/22/2022,Kalimantan Selatan,3,0,0,3,69984,2392,67570,22,Province,12,Indonesia,Asia,11,153,4023049,17395.76,594.57,0.43,1.0
749,1/22/2022,Kalimantan Tengah,1,0,0,1,45685,1435,44223,27,Province,13,Indonesia,Asia,13,136,2570289,17774.27,558.3,0.25,1.0
750,1/22/2022,Kalimantan Timur,8,0,2,6,158476,5456,152910,110,Province,14,Indonesia,Asia,7,103,3552191,44613.59,1535.95,0.57,1.0
751,1/22/2022,Kalimantan Utara,0,0,0,0,35985,811,35145,29,Province,15,Indonesia,Asia,4,53,648407,55497.55,1250.76,1.0,1.0
752,1/22/2022,Kepulauan Bangka Belitung,5,0,1,4,52405,1462,50915,28,Province,16,Indonesia,Asia,6,47,1379767,37981.05,1059.6,2.5,1.0
753,1/22/2022,Kepulauan Riau,2,0,0,2,54819,1748,52836,235,Province,17,Indonesia,Asia,5,75,1929400,28412.46,905.98,0.4,1.0
754,1/22/2022,Lampung,7,3,2,2,49781,3878,45368,535,Province,18,Indonesia,Asia,13,228,9095591,5473.09,426.36,2.33,1.0
755,1/22/2022,Maluku,0,0,0,0,14606,267,14330,9,Province,19,Indonesia,Asia,9,118,1847097,7907.54,144.55,0.0,1.0
756,1/22/2022,Maluku Utara,0,0,0,0,12116,303,11804,9,Province,20,Indonesia,Asia,8,116,1307803,9264.39,231.69,1.0,1.0
757,1/22/2022,Nusa Tenggara Barat,2,0,0,2,27843,820,26935,88,Province,21,Indonesia,Asia,8,117,5270247,5283.05,155.59,1.0,1.0
758,1/22/2022,Nusa Tenggara Timur,28,0,2,26,64458,1352,62934,172,Province,22,Indonesia,Asia,21,309,5411321,11911.69,249.85,1.17,1.0
759,1/22/2022,Papua,9,0,0,9,34438,560,33715,163,Province,23,Indonesia,Asia,28,560,4340348,7934.39,129.02,1.5,1.0
760,1/22/2022,Papua Barat,3,0,0,3,23764,357,23392,15,Province,24,Indonesia,Asia,12,218,1140701,20832.8,312.97,1.5,1.0
761,1/22/2022,Riau,3,0,2,1,128955,4118,124507,330,Province,25,Indonesia,Asia,10,169,6074100,21230.31,677.96,1.0,1.0
762,1/22/2022,Sulawesi Barat,1,0,0,1,12372,347,12023,2,Province,26,Indonesia,Asia,6,69,1559984,7930.85,222.44,1.0,1.0
763,1/22/2022,Sulawesi Selatan,8,1,6,1,110121,2243,107806,72,Province,27,Indonesia,Asia,21,311,9426885,11681.59,237.94,1.14,1.0
764,1/22/2022,Sulawesi Tengah,1,0,0,1,47305,1610,45667,28,Province,28,Indonesia,Asia,12,175,2955567,16005.39,544.73,0.5,1.0
765,1/22/2022,Sulawesi Tenggara,0,0,1,-1,20174,529,19644,1,Province,29,Indonesia,Asia,15,219,2635461,7654.83,200.72,1.0,1.0
766,1/22/2022,Sulawesi Utara,3,0,2,1,34861,1066,33644,151,Province,30,Indonesia,Asia,11,171,2641884,13195.51,403.5,0.75,1.0
767,1/22/2022,Sumatera Barat,4,0,2,2,89894,2155,87722,17,Province,31,Indonesia,Asia,12,179,5519245,16287.37,390.45,4.0,1.0
768,1/22/2022,Sumatera Selatan,4,0,3,1,60018,3082,56906,30,Province,32,Indonesia,Asia,13,241,8217551,7303.64,375.05,2.0,1.0
769,1/22/2022,Sumatera Utara,13,1,2,10,106202,2899,103251,52,Province,33,Indonesia,Asia,25,450,14874889,7139.68,194.89,2.17,1.0
770,1/23/2022,Aceh,0,0,1,-1,38437,2067,36369,1,Province,0,Indonesia,Asia,18,289,5247257,7325.16,393.92,0.0,1.0
771,1/23/2022,Bali,48,0,8,40,114731,4065,110385,281,Province,1,Indonesia,Asia,8,57,4216171,27212.13,964.14,1.09,1.0
772,1/23/2022,Banten,454,0,18,436,135438,2702,130387,2349,Province,2,Indonesia,Asia,4,155,10722374,12631.34,252.0,1.01,1.0
773,1/23/2022,Bengkulu,0,0,0,0,23106,473,22632,1,Province,3,Indonesia,Asia,9,129,1999539,11555.66,236.55,1.0,1.0
774,1/23/2022,DKI Jakarta,1739,6,517,1216,879307,13616,856760,8931,Province,4,Indonesia,Asia,1,44,10846145,81070.92,1255.38,0.95,1.0
775,1/23/2022,Daerah Istimewa Yogyakarta,8,0,4,4,157126,5272,151725,129,Province,5,Indonesia,Asia,4,78,3631015,43273.3,1451.94,0.8,1.0
776,1/23/2022,Gorontalo,3,0,0,3,11857,461,11388,8,Province,6,Indonesia,Asia,5,77,1180651,10042.76,390.46,3.0,1.0
777,1/23/2022,Indonesia,2925,14,712,2199,4286378,144220,4123267,18891,Country,34,Indonesia,Asia,416,7230,265185520,16163.7,543.85,0.91,2.8
778,1/23/2022,Jambi,0,0,0,0,29798,784,29011,3,Province,7,Indonesia,Asia,9,141,3493357,8529.9,224.43,1.0,1.0
779,1/23/2022,Jawa Barat,485,3,32,450,712339,14768,694174,3397,Province,8,Indonesia,Asia,18,627,45161325,15773.21,327.01,0.76,1.0
780,1/23/2022,Jawa Tengah,40,1,15,24,487302,30401,456047,854,Province,9,Indonesia,Asia,29,576,36364072,13400.64,836.02,0.93,1.0
781,1/23/2022,Jawa Timur,69,1,44,24,400796,29769,370791,236,Province,10,Indonesia,Asia,29,666,40479023,9901.33,735.42,0.87,0.5
782,1/23/2022,Kalimantan Barat,8,0,7,1,41790,1064,40692,34,Province,11,Indonesia,Asia,12,174,5422814,7706.33,196.21,1.6,1.0
783,1/23/2022,Kalimantan Selatan,0,0,0,0,69984,2392,67570,22,Province,12,Indonesia,Asia,11,153,4023049,17395.76,594.57,0.0,1.0
784,1/23/2022,Kalimantan Tengah,3,1,1,1,45688,1436,44224,28,Province,13,Indonesia,Asia,13,136,2570289,17775.43,558.69,3.0,1.0
785,1/23/2022,Kalimantan Timur,8,0,35,-27,158484,5456,152945,83,Province,14,Indonesia,Asia,7,103,3552191,44615.84,1535.95,1.0,1.0
786,1/23/2022,Kalimantan Utara,0,0,0,0,35985,811,35145,29,Province,15,Indonesia,Asia,4,53,648407,55497.55,1250.76,1.0,1.0
787,1/23/2022,Kepulauan Bangka Belitung,2,0,0,2,52407,1462,50915,30,Province,16,Indonesia,Asia,6,47,1379767,37982.5,1059.6,0.4,1.0
788,1/23/2022,Kepulauan Riau,12,0,0,12,54831,1748,52836,247,Province,17,Indonesia,Asia,5,75,1929400,28418.68,905.98,6.0,1.0
789,1/23/2022,Lampung,2,0,1,1,49783,3878,45369,536,Province,18,Indonesia,Asia,13,228,9095591,5473.31,426.36,0.29,0.0
790,1/23/2022,Maluku,1,0,0,1,14607,267,14330,10,Province,19,Indonesia,Asia,9,118,1847097,7908.08,144.55,1.0,1.0
791,1/23/2022,Maluku Utara,0,0,0,0,12116,303,11804,9,Province,20,Indonesia,Asia,8,116,1307803,9264.39,231.69,1.0,1.0
792,1/23/2022,Nusa Tenggara Barat,1,0,0,1,27844,820,26935,89,Province,21,Indonesia,Asia,8,117,5270247,5283.24,155.59,0.5,1.0
793,1/23/2022,Nusa Tenggara Timur,11,0,3,8,64469,1352,62937,180,Province,22,Indonesia,Asia,21,309,5411321,11913.73,249.85,0.39,1.0
794,1/23/2022,Papua,2,0,0,2,34440,560,33715,165,Province,23,Indonesia,Asia,28,560,4340348,7934.85,129.02,0.22,1.0
795,1/23/2022,Papua Barat,1,0,1,0,23765,357,23393,15,Province,24,Indonesia,Asia,12,218,1140701,20833.68,312.97,0.33,1.0
796,1/23/2022,Riau,4,0,4,0,128959,4118,124511,330,Province,25,Indonesia,Asia,10,169,6074100,21230.96,677.96,1.33,1.0
797,1/23/2022,Sulawesi Barat,0,0,0,0,12372,347,12023,2,Province,26,Indonesia,Asia,6,69,1559984,7930.85,222.44,0.0,1.0
798,1/23/2022,Sulawesi Selatan,4,0,4,0,110125,2243,107810,72,Province,27,Indonesia,Asia,21,311,9426885,11682.01,237.94,0.5,0.0
799,1/23/2022,Sulawesi Tengah,1,0,0,1,47306,1610,45667,29,Province,28,Indonesia,Asia,12,175,2955567,16005.73,544.73,1.0,1.0
800,1/23/2022,Sulawesi Tenggara,1,0,0,1,20175,529,19644,2,Province,29,Indonesia,Asia,15,219,2635461,7655.21,200.72,1.0,1.0
801,1/23/2022,Sulawesi Utara,5,2,12,-9,34866,1068,33656,142,Province,30,Indonesia,Asia,11,171,2641884,13197.4,404.26,1.67,1.0
802,1/23/2022,Sumatera Barat,1,0,0,1,89895,2155,87722,18,Province,31,Indonesia,Asia,12,179,5519245,16287.55,390.45,0.25,1.0
803,1/23/2022,Sumatera Selatan,1,1,2,-2,60019,3083,56908,28,Province,32,Indonesia,Asia,13,241,8217551,7303.76,375.17,0.25,1.0
804,1/23/2022,Sumatera Utara,11,0,3,8,106213,2899,103254,60,Province,33,Indonesia,Asia,25,450,14874889,7140.42,194.89,0.85,0.0
805,1/24/2022,Aceh,2,0,0,2,38439,2067,36369,3,Province,0,Indonesia,Asia,18,289,5247257,7325.54,393.92,1.0,1.0
806,1/24/2022,Bali,33,3,17,13,114764,4068,110402,294,Province,1,Indonesia,Asia,8,57,4216171,27219.96,964.86,0.69,1.0
807,1/24/2022,Banten,311,1,52,258,135749,2703,130439,2607,Province,2,Indonesia,Asia,4,155,10722374,12660.35,252.09,0.69,1.0
808,1/24/2022,Bengkulu,0,0,0,0,23106,473,22632,1,Province,3,Indonesia,Asia,9,129,1999539,11555.66,236.55,1.0,1.0
809,1/24/2022,DKI Jakarta,1996,0,579,1417,881303,13616,857339,10348,Province,4,Indonesia,Asia,1,44,10846145,81254.95,1255.38,1.15,0.0
810,1/24/2022,Daerah Istimewa Yogyakarta,12,0,4,8,157138,5272,151729,137,Province,5,Indonesia,Asia,4,78,3631015,43276.6,1451.94,1.5,1.0
811,1/24/2022,Gorontalo,1,0,1,0,11858,461,11389,8,Province,6,Indonesia,Asia,5,77,1180651,10043.61,390.46,0.33,1.0
812,1/24/2022,Indonesia,2927,7,944,1976,4289305,144227,4124211,20867,Country,34,Indonesia,Asia,416,7230,265185520,16174.73,543.87,1.0,0.5
813,1/24/2022,Jambi,0,0,1,-1,29798,784,29012,2,Province,7,Indonesia,Asia,9,141,3493357,8529.9,224.43,1.0,1.0
814,1/24/2022,Jawa Barat,409,0,55,354,712748,14768,694229,3751,Province,8,Indonesia,Asia,18,627,45161325,15782.27,327.01,0.84,0.0
815,1/24/2022,Jawa Tengah,21,3,11,7,487323,30404,456058,861,Province,9,Indonesia,Asia,29,576,36364072,13401.22,836.1,0.53,3.0
816,1/24/2022,Jawa Timur,60,0,53,7,400856,29769,370844,243,Province,10,Indonesia,Asia,29,666,40479023,9902.81,735.42,0.87,0.0
817,1/24/2022,Kalimantan Barat,2,0,10,-8,41792,1064,40702,26,Province,11,Indonesia,Asia,12,174,5422814,7706.7,196.21,0.25,1.0
818,1/24/2022,Kalimantan Selatan,4,0,2,2,69988,2392,67572,24,Province,12,Indonesia,Asia,11,153,4023049,17396.76,594.57,1.0,1.0
819,1/24/2022,Kalimantan Tengah,1,0,2,-1,45689,1436,44226,27,Province,13,Indonesia,Asia,13,136,2570289,17775.82,558.69,0.33,0.0
820,1/24/2022,Kalimantan Timur,10,1,7,2,158494,5457,152952,85,Province,14,Indonesia,Asia,7,103,3552191,44618.66,1536.23,1.25,1.0
821,1/24/2022,Kalimantan Utara,0,0,0,0,35985,811,35145,29,Province,15,Indonesia,Asia,4,53,648407,55497.55,1250.76,1.0,1.0
822,1/24/2022,Kepulauan Bangka Belitung,4,0,3,1,52411,1462,50918,31,Province,16,Indonesia,Asia,6,47,1379767,37985.4,1059.6,2.0,1.0
823,1/24/2022,Kepulauan Riau,5,0,100,-95,54836,1748,52936,152,Province,17,Indonesia,Asia,5,75,1929400,28421.27,905.98,0.42,1.0
824,1/24/2022,Lampung,3,0,1,2,49786,3878,45370,538,Province,18,Indonesia,Asia,13,228,9095591,5473.64,426.36,1.5,1.0
825,1/24/2022,Maluku,0,0,0,0,14607,267,14330,10,Province,19,Indonesia,Asia,9,118,1847097,7908.08,144.55,0.0,1.0
826,1/24/2022,Maluku Utara,0,0,0,0,12116,303,11804,9,Province,20,Indonesia,Asia,8,116,1307803,9264.39,231.69,1.0,1.0
827,1/24/2022,Nusa Tenggara Barat,5,0,2,3,27849,820,26937,92,Province,21,Indonesia,Asia,8,117,5270247,5284.19,155.59,5.0,1.0
828,1/24/2022,Nusa Tenggara Timur,11,0,0,11,64480,1352,62937,191,Province,22,Indonesia,Asia,21,309,5411321,11915.76,249.85,1.0,1.0
829,1/24/2022,Papua,2,0,1,1,34442,560,33716,166,Province,23,Indonesia,Asia,28,560,4340348,7935.31,129.02,1.0,1.0
830,1/24/2022,Papua Barat,0,0,2,-2,23765,357,23395,13,Province,24,Indonesia,Asia,12,218,1140701,20833.68,312.97,0.0,1.0
831,1/24/2022,Riau,5,0,1,4,128964,4118,124512,334,Province,25,Indonesia,Asia,10,169,6074100,21231.79,677.96,1.25,1.0
832,1/24/2022,Sulawesi Barat,0,0,0,0,12372,347,12023,2,Province,26,Indonesia,Asia,6,69,1559984,7930.85,222.44,1.0,1.0
833,1/24/2022,Sulawesi Selatan,9,0,4,5,110134,2243,107814,77,Province,27,Indonesia,Asia,21,311,9426885,11682.97,237.94,2.25,1.0
834,1/24/2022,Sulawesi Tengah,4,0,0,4,47310,1610,45667,33,Province,28,Indonesia,Asia,12,175,2955567,16007.08,544.73,4.0,1.0
835,1/24/2022,Sulawesi Tenggara,2,0,0,2,20177,529,19644,4,Province,29,Indonesia,Asia,15,219,2635461,7655.97,200.72,2.0,1.0
836,1/24/2022,Sulawesi Utara,2,0,29,-27,34868,1068,33685,115,Province,30,Indonesia,Asia,11,171,2641884,13198.16,404.26,0.4,0.0
837,1/24/2022,Sumatera Barat,1,0,1,0,89896,2155,87723,18,Province,31,Indonesia,Asia,12,179,5519245,16287.74,390.45,1.0,1.0
838,1/24/2022,Sumatera Selatan,6,0,2,4,60025,3083,56910,32,Province,32,Indonesia,Asia,13,241,8217551,7304.49,375.17,6.0,0.0
839,1/24/2022,Sumatera Utara,9,0,3,6,106222,2899,103257,66,Province,33,Indonesia,Asia,25,450,14874889,7141.03,194.89,0.82,1.0
840,1/25/2022,Aceh,1,0,0,1,38440,2067,36369,4,Province,0,Indonesia,Asia,18,289,5247257,7325.73,393.92,0.5,1.0
841,1/25/2022,Bali,96,0,10,86,114860,4068,110412,380,Province,1,Indonesia,Asia,8,57,4216171,27242.73,964.86,2.91,0.0
842,1/25/2022,Banten,844,1,41,802,136593,2704,130480,3409,Province,2,Indonesia,Asia,4,155,10722374,12739.06,252.18,2.71,1.0
843,1/25/2022,Bengkulu,1,0,0,1,23107,473,22632,2,Province,3,Indonesia,Asia,9,129,1999539,11556.16,236.55,1.0,1.0
844,1/25/2022,DKI Jakarta,2190,14,456,1720,883493,13630,857795,12068,Province,4,Indonesia,Asia,1,44,10846145,81456.87,1256.67,1.1,1.0
845,1/25/2022,Daerah Istimewa Yogyakarta,26,1,7,18,157164,5273,151736,155,Province,5,Indonesia,Asia,4,78,3631015,43283.77,1452.21,2.17,1.0
846,1/25/2022,Gorontalo,0,0,0,0,11858,461,11389,8,Province,6,Indonesia,Asia,5,77,1180651,10043.61,390.46,0.0,1.0
847,1/25/2022,Indonesia,4878,20,869,3989,4294183,144247,4125080,24856,Country,34,Indonesia,Asia,416,7230,265185520,16193.13,543.95,1.67,2.86
848,1/25/2022,Jambi,0,0,1,-1,29798,784,29013,1,Province,7,Indonesia,Asia,9,141,3493357,8529.9,224.43,1.0,1.0
849,1/25/2022,Jawa Barat,1238,3,110,1125,713986,14771,694339,4876,Province,8,Indonesia,Asia,18,627,45161325,15809.68,327.07,3.03,1.0
850,1/25/2022,Jawa Tengah,85,0,21,64,487408,30404,456079,925,Province,9,Indonesia,Asia,29,576,36364072,13403.56,836.1,4.05,0.0
851,1/25/2022,Jawa Timur,213,1,58,154,401069,29770,370902,397,Province,10,Indonesia,Asia,29,666,40479023,9908.07,735.44,3.55,1.0
852,1/25/2022,Kalimantan Barat,31,0,9,22,41823,1064,40711,48,Province,11,Indonesia,Asia,12,174,5422814,7712.42,196.21,15.5,1.0
853,1/25/2022,Kalimantan Selatan,10,0,0,10,69998,2392,67572,34,Province,12,Indonesia,Asia,11,153,4023049,17399.24,594.57,2.5,1.0
854,1/25/2022,Kalimantan Tengah,1,0,0,1,45690,1436,44226,28,Province,13,Indonesia,Asia,13,136,2570289,17776.21,558.69,1.0,1.0
855,1/25/2022,Kalimantan Timur,12,0,3,9,158506,5457,152955,94,Province,14,Indonesia,Asia,7,103,3552191,44622.04,1536.23,1.2,0.0
856,1/25/2022,Kalimantan Utara,0,0,0,0,35985,811,35145,29,Province,15,Indonesia,Asia,4,53,648407,55497.55,1250.76,1.0,1.0
857,1/25/2022,Kepulauan Bangka Belitung,8,0,1,7,52419,1462,50919,38,Province,16,Indonesia,Asia,6,47,1379767,37991.2,1059.6,2.0,1.0
858,1/25/2022,Kepulauan Riau,7,0,100,-93,54843,1748,53036,59,Province,17,Indonesia,Asia,5,75,1929400,28424.9,905.98,1.4,1.0
859,1/25/2022,Lampung,3,0,0,3,49789,3878,45370,541,Province,18,Indonesia,Asia,13,228,9095591,5473.97,426.36,1.0,1.0
860,1/25/2022,Maluku,3,1,0,2,14610,268,14330,12,Province,19,Indonesia,Asia,9,118,1847097,7909.71,145.09,1.0,1.0
861,1/25/2022,Maluku Utara,0,0,2,-2,12116,303,11806,7,Province,20,Indonesia,Asia,8,116,1307803,9264.39,231.69,1.0,1.0
862,1/25/2022,Nusa Tenggara Barat,2,0,1,1,27851,820,26938,93,Province,21,Indonesia,Asia,8,117,5270247,5284.57,155.59,0.4,1.0
863,1/25/2022,Nusa Tenggara Timur,20,0,12,8,64500,1352,62949,199,Province,22,Indonesia,Asia,21,309,5411321,11919.46,249.85,1.82,1.0
864,1/25/2022,Papua,19,0,2,17,34461,560,33718,183,Province,23,Indonesia,Asia,28,560,4340348,7939.69,129.02,9.5,1.0
865,1/25/2022,Papua Barat,9,0,3,6,23774,357,23398,19,Province,24,Indonesia,Asia,12,218,1140701,20841.57,312.97,1.0,1.0
866,1/25/2022,Riau,2,0,0,2,128966,4118,124512,336,Province,25,Indonesia,Asia,10,169,6074100,21232.12,677.96,0.4,1.0
867,1/25/2022,Sulawesi Barat,1,0,0,1,12373,347,12023,3,Province,26,Indonesia,Asia,6,69,1559984,7931.49,222.44,1.0,1.0
868,1/25/2022,Sulawesi Selatan,15,0,4,11,110149,2243,107818,88,Province,27,Indonesia,Asia,21,311,9426885,11684.56,237.94,1.67,1.0
869,1/25/2022,Sulawesi Tengah,4,0,4,0,47314,1610,45671,33,Province,28,Indonesia,Asia,12,175,2955567,16008.43,544.73,1.0,1.0
870,1/25/2022,Sulawesi Tenggara,0,0,0,0,20177,529,19644,4,Province,29,Indonesia,Asia,15,219,2635461,7655.97,200.72,0.0,1.0
871,1/25/2022,Sulawesi Utara,7,0,4,3,34875,1068,33689,118,Province,30,Indonesia,Asia,11,171,2641884,13200.81,404.26,3.5,1.0
872,1/25/2022,Sumatera Barat,6,0,1,5,89902,2155,87724,23,Province,31,Indonesia,Asia,12,179,5519245,16288.82,390.45,6.0,1.0
873,1/25/2022,Sumatera Selatan,5,1,6,-2,60030,3084,56916,30,Province,32,Indonesia,Asia,13,241,8217551,7305.1,375.29,0.83,1.0
874,1/25/2022,Sumatera Utara,19,0,1,18,106241,2899,103258,84,Province,33,Indonesia,Asia,25,450,14874889,7142.31,194.89,2.11,1.0
875,1/26/2022,Aceh,3,0,0,3,38443,2067,36369,7,Province,0,Indonesia,Asia,18,289,5247257,7326.3,393.92,3.0,1.0
876,1/26/2022,Bali,139,0,9,130,114999,4068,110421,510,Province,1,Indonesia,Asia,8,57,4216171,27275.7,964.86,1.45,1.0
877,1/26/2022,Banten,1133,0,95,1038,137726,2704,130575,4447,Province,2,Indonesia,Asia,4,155,10722374,12844.73,252.18,1.34,0.0
878,1/26/2022,Bengkulu,0,0,0,0,23107,473,22632,2,Province,3,Indonesia,Asia,9,129,1999539,11556.16,236.55,0.0,1.0
879,1/26/2022,DKI Jakarta,3509,4,1512,1993,887002,13634,859307,14061,Province,4,Indonesia,Asia,1,44,10846145,81780.39,1257.04,1.6,0.29
